week,vote_choice,gender,age_group,education_level,municipality,weight
2025-W02,Social Democrats (S),Men,30-49,Primary,Stockholm,0.005129
2025-W02,Social Democrats (S),Men,30-49,Primary,Gothenburg,0.003969
2025-W02,Social Democrats (S),Men,30-49,Primary,Malmö,0.003289
2025-W02,Social Democrats (S),Men,30-49,Secondary,Stockholm,0.003812
2025-W02,Social Democrats (S),Men,30-49,Secondary,Gothenburg,0.003133
2025-W02,Social Democrats (S),Men,30-49,Secondary,Malmö,0.002358
2025-W02,Social Democrats (S),Men,30-49,Tertiary,Stockholm,0.003323
2025-W02,Social Democrats (S),Men,30-49,Tertiary,Gothenburg,0.00313
2025-W02,Social Democrats (S),Men,30-49,Tertiary,Malmö,0.002342
2025-W02,Social Democrats (S),Men,50-64,Primary,Stockholm,0.004551
2025-W02,Social Democrats (S),Men,50-64,Primary,Gothenburg,0.004213
2025-W02,Social Democrats (S),Men,50-64,Primary,Malmö,0.00329
2025-W02,Social Democrats (S),Men,50-64,Secondary,Stockholm,0.003491
2025-W02,Social Democrats (S),Men,50-64,Secondary,Gothenburg,0.002914
2025-W02,Social Democrats (S),Men,50-64,Secondary,Malmö,0.00238
2025-W02,Social Democrats (S),Men,50-64,Tertiary,Stockholm,0.003565
2025-W02,Social Democrats (S),Men,50-64,Tertiary,Gothenburg,0.002906
2025-W02,Social Democrats (S),Men,50-64,Tertiary,Malmö,0.002243
2025-W02,Social Democrats (S),Men,65+,Primary,Stockholm,0.004652
2025-W02,Social Democrats (S),Men,65+,Primary,Gothenburg,0.004286
2025-W02,Social Democrats (S),Men,65+,Primary,Malmö,0.003263
2025-W02,Social Democrats (S),Men,65+,Secondary,Stockholm,0.003929
2025-W02,Social Democrats (S),Men,65+,Secondary,Gothenburg,0.0031
2025-W02,Social Democrats (S),Men,65+,Secondary,Malmö,0.002328
2025-W02,Social Democrats (S),Men,65+,Tertiary,Stockholm,0.003671
2025-W02,Social Democrats (S),Men,65+,Tertiary,Gothenburg,0.002727
2025-W02,Social Democrats (S),Men,65+,Tertiary,Malmö,0.002321
2025-W02,Social Democrats (S),Women,18-29,Primary,Stockholm,0.004661
2025-W02,Social Democrats (S),Women,18-29,Primary,Gothenburg,0.004002
2025-W02,Social Democrats (S),Women,18-29,Primary,Malmö,0.003249
2025-W02,Social Democrats (S),Women,18-29,Secondary,Stockholm,0.003611
2025-W02,Social Democrats (S),Women,18-29,Secondary,Gothenburg,0.002995
2025-W02,Social Democrats (S),Women,18-29,Secondary,Malmö,0.002285
2025-W02,Social Democrats (S),Women,18-29,Tertiary,Stockholm,0.003617
2025-W02,Social Democrats (S),Women,18-29,Tertiary,Gothenburg,0.003273
2025-W02,Social Democrats (S),Women,18-29,Tertiary,Malmö,0.002568
2025-W02,Social Democrats (S),Women,30-49,Primary,Stockholm,0.004415
2025-W02,Social Democrats (S),Women,30-49,Primary,Gothenburg,0.003612
2025-W02,Social Democrats (S),Women,30-49,Primary,Malmö,0.003161
2025-W02,Social Democrats (S),Women,30-49,Secondary,Stockholm,0.003733
2025-W02,Social Democrats (S),Women,30-49,Secondary,Gothenburg,0.00293
2025-W02,Social Democrats (S),Women,30-49,Secondary,Malmö,0.002578
2025-W02,Social Democrats (S),Women,30-49,Tertiary,Stockholm,0.003819
2025-W02,Social Democrats (S),Women,30-49,Tertiary,Gothenburg,0.003135
2025-W02,Social Democrats (S),Women,30-49,Tertiary,Malmö,0.002291
2025-W02,Social Democrats (S),Women,50-64,Primary,Stockholm,0.004442
2025-W02,Social Democrats (S),Women,50-64,Primary,Gothenburg,0.003564
2025-W02,Social Democrats (S),Women,50-64,Primary,Malmö,0.00299
2025-W02,Social Democrats (S),Women,50-64,Secondary,Stockholm,0.003618
2025-W02,Social Democrats (S),Women,50-64,Secondary,Gothenburg,0.003242
2025-W02,Social Democrats (S),Women,50-64,Secondary,Malmö,0.002217
2025-W02,Social Democrats (S),Women,50-64,Tertiary,Stockholm,0.003574
2025-W02,Social Democrats (S),Women,50-64,Tertiary,Gothenburg,0.003109
2025-W02,Social Democrats (S),Women,50-64,Tertiary,Malmö,0.002276
2025-W02,Social Democrats (S),Women,65+,Primary,Stockholm,0.004912
2025-W02,Social Democrats (S),Women,65+,Primary,Gothenburg,0.003935
2025-W02,Social Democrats (S),Women,65+,Primary,Malmö,0.00299
2025-W02,Social Democrats (S),Women,65+,Secondary,Stockholm,0.003749
2025-W02,Social Democrats (S),Women,65+,Secondary,Gothenburg,0.00273
2025-W02,Social Democrats (S),Women,65+,Secondary,Malmö,0.002546
2025-W02,Social Democrats (S),Women,65+,Tertiary,Stockholm,0.003832
2025-W02,Social Democrats (S),Women,65+,Tertiary,Gothenburg,0.002792
2025-W02,Social Democrats (S),Women,65+,Tertiary,Malmö,0.002388
2025-W02,Moderate Party (M),Men,18-29,Primary,Stockholm,0.002446
2025-W02,Moderate Party (M),Men,18-29,Primary,Gothenburg,0.00238
2025-W02,Moderate Party (M),Men,18-29,Primary,Malmö,0.00175
2025-W02,Moderate Party (M),Men,18-29,Secondary,Stockholm,0.002381
2025-W02,Moderate Party (M),Men,18-29,Secondary,Gothenburg,0.002071
2025-W02,Moderate Party (M),Men,18-29,Secondary,Malmö,0.001865
2025-W02,Moderate Party (M),Men,18-29,Tertiary,Stockholm,0.00389
2025-W02,Moderate Party (M),Men,18-29,Tertiary,Gothenburg,0.003467
2025-W02,Moderate Party (M),Men,18-29,Tertiary,Malmö,0.002704
2025-W02,Moderate Party (M),Men,30-49,Primary,Stockholm,0.002871
2025-W02,Moderate Party (M),Men,30-49,Primary,Gothenburg,0.002222
2025-W02,Moderate Party (M),Men,30-49,Primary,Malmö,0.001901
2025-W02,Moderate Party (M),Men,30-49,Secondary,Stockholm,0.002821
2025-W02,Moderate Party (M),Men,30-49,Secondary,Gothenburg,0.002229
2025-W02,Moderate Party (M),Men,30-49,Secondary,Malmö,0.00182
2025-W02,Moderate Party (M),Men,30-49,Tertiary,Stockholm,0.003928
2025-W02,Moderate Party (M),Men,30-49,Tertiary,Gothenburg,0.003486
2025-W02,Moderate Party (M),Men,30-49,Tertiary,Malmö,0.002641
2025-W02,Moderate Party (M),Men,50-64,Primary,Stockholm,0.002824
2025-W02,Moderate Party (M),Men,50-64,Primary,Gothenburg,0.002286
2025-W02,Moderate Party (M),Men,50-64,Primary,Malmö,0.001735
2025-W02,Moderate Party (M),Men,50-64,Secondary,Stockholm,0.00249
2025-W02,Moderate Party (M),Men,50-64,Secondary,Gothenburg,0.00207
2025-W02,Moderate Party (M),Men,50-64,Secondary,Malmö,0.001792
2025-W02,Moderate Party (M),Men,50-64,Tertiary,Stockholm,0.004133
2025-W02,Moderate Party (M),Men,50-64,Tertiary,Gothenburg,0.003284
2025-W02,Moderate Party (M),Men,50-64,Tertiary,Malmö,0.002682
2025-W02,Moderate Party (M),Men,65+,Primary,Stockholm,0.002498
2025-W02,Moderate Party (M),Men,65+,Primary,Gothenburg,0.001996
2025-W02,Moderate Party (M),Men,65+,Primary,Malmö,0.001669
2025-W02,Moderate Party (M),Men,65+,Secondary,Stockholm,0.002497
2025-W02,Moderate Party (M),Men,65+,Secondary,Gothenburg,0.002101
2025-W02,Moderate Party (M),Men,65+,Secondary,Malmö,0.001758
2025-W02,Moderate Party (M),Men,65+,Tertiary,Stockholm,0.00364
2025-W02,Moderate Party (M),Men,65+,Tertiary,Gothenburg,0.003094
2025-W02,Moderate Party (M),Men,65+,Tertiary,Malmö,0.002717
2025-W02,Moderate Party (M),Women,18-29,Primary,Stockholm,0.002724
2025-W02,Moderate Party (M),Women,18-29,Primary,Gothenburg,0.00199
2025-W02,Moderate Party (M),Women,18-29,Primary,Malmö,0.001712
2025-W02,Moderate Party (M),Women,18-29,Secondary,Stockholm,0.002638
2025-W02,Moderate Party (M),Women,18-29,Secondary,Gothenburg,0.002143
2025-W02,Moderate Party (M),Women,18-29,Secondary,Malmö,0.001642
2025-W02,Moderate Party (M),Women,18-29,Tertiary,Stockholm,0.003861
2025-W02,Moderate Party (M),Women,18-29,Tertiary,Gothenburg,0.003535
2025-W02,Moderate Party (M),Women,18-29,Tertiary,Malmö,0.00266
2025-W02,Moderate Party (M),Women,30-49,Primary,Stockholm,0.002718
2025-W02,Moderate Party (M),Women,30-49,Primary,Gothenburg,0.002336
2025-W02,Moderate Party (M),Women,30-49,Primary,Malmö,0.001837
2025-W02,Moderate Party (M),Women,30-49,Secondary,Stockholm,0.002553
2025-W02,Moderate Party (M),Women,30-49,Secondary,Gothenburg,0.001965
2025-W02,Moderate Party (M),Women,30-49,Secondary,Malmö,0.001692
2025-W02,Moderate Party (M),Women,30-49,Tertiary,Stockholm,0.004123
2025-W02,Moderate Party (M),Women,30-49,Tertiary,Gothenburg,0.003501
2025-W02,Moderate Party (M),Women,30-49,Tertiary,Malmö,0.002853
2025-W02,Moderate Party (M),Women,50-64,Primary,Stockholm,0.002574
2025-W02,Moderate Party (M),Women,50-64,Primary,Gothenburg,0.002288
2025-W02,Moderate Party (M),Women,50-64,Primary,Malmö,0.00176
2025-W02,Moderate Party (M),Women,50-64,Secondary,Stockholm,0.00267
2025-W02,Moderate Party (M),Women,50-64,Secondary,Gothenburg,0.002058
2025-W02,Moderate Party (M),Women,50-64,Secondary,Malmö,0.001646
2025-W02,Moderate Party (M),Women,50-64,Tertiary,Stockholm,0.003874
2025-W02,Moderate Party (M),Women,50-64,Tertiary,Gothenburg,0.002962
2025-W02,Moderate Party (M),Women,50-64,Tertiary,Malmö,0.00253
2025-W02,Moderate Party (M),Women,65+,Primary,Stockholm,0.00271
2025-W02,Moderate Party (M),Women,65+,Primary,Gothenburg,0.002138
2025-W02,Moderate Party (M),Women,65+,Primary,Malmö,0.001627
2025-W02,Moderate Party (M),Women,65+,Secondary,Stockholm,0.002599
2025-W02,Moderate Party (M),Women,65+,Secondary,Gothenburg,0.002018
2025-W02,Moderate Party (M),Women,65+,Secondary,Malmö,0.001787
2025-W02,Moderate Party (M),Women,65+,Tertiary,Stockholm,0.003553
2025-W02,Moderate Party (M),Women,65+,Tertiary,Gothenburg,0.003201
2025-W02,Moderate Party (M),Women,65+,Tertiary,Malmö,0.00265
2025-W02,Sweden Democrats (SD),Men,18-29,Primary,Stockholm,0.00286
2025-W02,Sweden Democrats (SD),Men,18-29,Primary,Gothenburg,0.002707
2025-W02,Sweden Democrats (SD),Men,18-29,Primary,Malmö,0.001952
2025-W02,Sweden Democrats (SD),Men,18-29,Secondary,Stockholm,0.003134
2025-W02,Sweden Democrats (SD),Men,18-29,Secondary,Gothenburg,0.002395
2025-W02,Sweden Democrats (SD),Men,18-29,Secondary,Malmö,0.002055
2025-W02,Sweden Democrats (SD),Men,18-29,Tertiary,Stockholm,0.002976
2025-W02,Sweden Democrats (SD),Men,18-29,Tertiary,Gothenburg,0.002541
2025-W02,Sweden Democrats (SD),Men,18-29,Tertiary,Malmö,0.002216
2025-W02,Sweden Democrats (SD),Men,30-49,Primary,Stockholm,0.003082
2025-W02,Sweden Democrats (SD),Men,30-49,Primary,Gothenburg,0.002765
2025-W02,Sweden Democrats (SD),Men,30-49,Primary,Malmö,0.002245
2025-W02,Sweden Democrats (SD),Men,30-49,Secondary,Stockholm,0.003002
2025-W02,Sweden Democrats (SD),Men,30-49,Secondary,Gothenburg,0.002412
2025-W02,Sweden Democrats (SD),Men,30-49,Secondary,Malmö,0.001903
2025-W02,Sweden Democrats (SD),Men,30-49,Tertiary,Stockholm,0.003183
2025-W02,Sweden Democrats (SD),Men,30-49,Tertiary,Gothenburg,0.002895
2025-W02,Sweden Democrats (SD),Men,30-49,Tertiary,Malmö,0.002042
2025-W02,Sweden Democrats (SD),Men,50-64,Primary,Stockholm,0.003253
2025-W02,Sweden Democrats (SD),Men,50-64,Primary,Gothenburg,0.00278
2025-W02,Sweden Democrats (SD),Men,50-64,Primary,Malmö,0.00217
2025-W02,Sweden Democrats (SD),Men,50-64,Secondary,Stockholm,0.003319
2025-W02,Sweden Democrats (SD),Men,50-64,Secondary,Gothenburg,0.002869
2025-W02,Sweden Democrats (SD),Men,50-64,Secondary,Malmö,0.001979
2025-W02,Sweden Democrats (SD),Men,50-64,Tertiary,Stockholm,0.002855
2025-W02,Sweden Democrats (SD),Men,50-64,Tertiary,Gothenburg,0.002449
2025-W02,Sweden Democrats (SD),Men,50-64,Tertiary,Malmö,0.001948
2025-W02,Sweden Democrats (SD),Men,65+,Primary,Stockholm,0.003265
2025-W02,Sweden Democrats (SD),Men,65+,Primary,Gothenburg,0.002666
2025-W02,Sweden Democrats (SD),Men,65+,Primary,Malmö,0.001987
2025-W02,Sweden Democrats (SD),Men,65+,Secondary,Stockholm,0.003284
2025-W02,Sweden Democrats (SD),Men,65+,Secondary,Gothenburg,0.002772
2025-W02,Sweden Democrats (SD),Men,65+,Secondary,Malmö,0.001966
2025-W02,Sweden Democrats (SD),Men,65+,Tertiary,Stockholm,0.003226
2025-W02,Sweden Democrats (SD),Men,65+,Tertiary,Gothenburg,0.002763
2025-W02,Sweden Democrats (SD),Men,65+,Tertiary,Malmö,0.001943
2025-W02,Sweden Democrats (SD),Women,18-29,Primary,Stockholm,0.00144
2025-W02,Sweden Democrats (SD),Women,18-29,Primary,Gothenburg,0.001233
2025-W02,Sweden Democrats (SD),Women,18-29,Primary,Malmö,0.000832
2025-W02,Sweden Democrats (SD),Women,18-29,Secondary,Stockholm,0.001225
2025-W02,Sweden Democrats (SD),Women,18-29,Secondary,Gothenburg,0.001086
2025-W02,Sweden Democrats (SD),Women,18-29,Secondary,Malmö,0.000934
2025-W02,Sweden Democrats (SD),Women,18-29,Tertiary,Stockholm,0.001478
2025-W02,Sweden Democrats (SD),Women,18-29,Tertiary,Gothenburg,0.001105
2025-W02,Sweden Democrats (SD),Women,18-29,Tertiary,Malmö,0.000941
2025-W02,Sweden Democrats (SD),Women,30-49,Primary,Stockholm,0.001239
2025-W02,Sweden Democrats (SD),Women,30-49,Primary,Gothenburg,0.001171
2025-W02,Sweden Democrats (SD),Women,30-49,Primary,Malmö,0.000925
2025-W02,Sweden Democrats (SD),Women,30-49,Secondary,Stockholm,0.001246
2025-W02,Sweden Democrats (SD),Women,30-49,Secondary,Gothenburg,0.001189
2025-W02,Sweden Democrats (SD),Women,30-49,Secondary,Malmö,0.000966
2025-W02,Sweden Democrats (SD),Women,30-49,Tertiary,Stockholm,0.001381
2025-W02,Sweden Democrats (SD),Women,30-49,Tertiary,Gothenburg,0.001043
2025-W02,Sweden Democrats (SD),Women,30-49,Tertiary,Malmö,0.00099
2025-W02,Sweden Democrats (SD),Women,50-64,Primary,Stockholm,0.00143
2025-W02,Sweden Democrats (SD),Women,50-64,Primary,Gothenburg,0.001094
2025-W02,Sweden Democrats (SD),Women,50-64,Primary,Malmö,0.000889
2025-W02,Sweden Democrats (SD),Women,50-64,Secondary,Stockholm,0.001319
2025-W02,Sweden Democrats (SD),Women,50-64,Secondary,Gothenburg,0.001129
2025-W02,Sweden Democrats (SD),Women,50-64,Secondary,Malmö,0.000874
2025-W02,Sweden Democrats (SD),Women,50-64,Tertiary,Stockholm,0.001448
2025-W02,Sweden Democrats (SD),Women,50-64,Tertiary,Gothenburg,0.001201
2025-W02,Sweden Democrats (SD),Women,50-64,Tertiary,Malmö,0.000831
2025-W02,Sweden Democrats (SD),Women,65+,Primary,Stockholm,0.001478
2025-W02,Sweden Democrats (SD),Women,65+,Primary,Gothenburg,0.001159
2025-W02,Sweden Democrats (SD),Women,65+,Primary,Malmö,0.000962
2025-W02,Sweden Democrats (SD),Women,65+,Secondary,Stockholm,0.00141
2025-W02,Sweden Democrats (SD),Women,65+,Secondary,Gothenburg,0.001113
2025-W02,Sweden Democrats (SD),Women,65+,Secondary,Malmö,0.000945
2025-W02,Sweden Democrats (SD),Women,65+,Tertiary,Stockholm,0.00148
2025-W02,Sweden Democrats (SD),Women,65+,Tertiary,Gothenburg,0.001076
2025-W02,Sweden Democrats (SD),Women,65+,Tertiary,Malmö,0.000958
2025-W02,Left Party (V),Men,18-29,Primary,Stockholm,0.001705
2025-W02,Left Party (V),Men,18-29,Primary,Gothenburg,0.001405
2025-W02,Left Party (V),Men,18-29,Primary,Malmö,0.001113
2025-W02,Left Party (V),Men,18-29,Secondary,Stockholm,0.00177
2025-W02,Left Party (V),Men,18-29,Secondary,Gothenburg,0.001345
2025-W02,Left Party (V),Men,18-29,Secondary,Malmö,0.001207
2025-W02,Left Party (V),Men,18-29,Tertiary,Stockholm,0.001804
2025-W02,Left Party (V),Men,18-29,Tertiary,Gothenburg,0.001293
2025-W02,Left Party (V),Men,18-29,Tertiary,Malmö,0.001214
2025-W02,Left Party (V),Men,30-49,Primary,Stockholm,0.001605
2025-W02,Left Party (V),Men,30-49,Primary,Gothenburg,0.0014
2025-W02,Left Party (V),Men,30-49,Primary,Malmö,0.001153
2025-W02,Left Party (V),Men,30-49,Secondary,Stockholm,0.001651
2025-W02,Left Party (V),Men,30-49,Secondary,Gothenburg,0.001277
2025-W02,Left Party (V),Men,30-49,Secondary,Malmö,0.001207
2025-W02,Left Party (V),Men,30-49,Tertiary,Stockholm,0.001584
2025-W02,Left Party (V),Men,30-49,Tertiary,Gothenburg,0.001329
2025-W02,Left Party (V),Men,30-49,Tertiary,Malmö,0.001195
2025-W02,Left Party (V),Men,50-64,Primary,Stockholm,0.001638
2025-W02,Left Party (V),Men,50-64,Primary,Gothenburg,0.001517
2025-W02,Left Party (V),Men,50-64,Primary,Malmö,0.001173
2025-W02,Left Party (V),Men,50-64,Secondary,Stockholm,0.001616
2025-W02,Left Party (V),Men,50-64,Secondary,Gothenburg,0.001272
2025-W02,Left Party (V),Men,50-64,Secondary,Malmö,0.001229
2025-W02,Left Party (V),Men,50-64,Tertiary,Stockholm,0.001552
2025-W02,Left Party (V),Men,50-64,Tertiary,Gothenburg,0.001472
2025-W02,Left Party (V),Men,50-64,Tertiary,Malmö,0.001125
2025-W02,Left Party (V),Men,65+,Primary,Stockholm,0.001779
2025-W02,Left Party (V),Men,65+,Primary,Gothenburg,0.001464
2025-W02,Left Party (V),Men,65+,Primary,Malmö,0.001161
2025-W02,Left Party (V),Men,65+,Secondary,Stockholm,0.001689
2025-W02,Left Party (V),Men,65+,Secondary,Gothenburg,0.001493
2025-W02,Left Party (V),Men,65+,Secondary,Malmö,0.001036
2025-W02,Left Party (V),Men,65+,Tertiary,Stockholm,0.001598
2025-W02,Left Party (V),Men,65+,Tertiary,Gothenburg,0.001464
2025-W02,Left Party (V),Men,65+,Tertiary,Malmö,0.001084
2025-W02,Left Party (V),Women,18-29,Primary,Stockholm,0.002235
2025-W02,Left Party (V),Women,18-29,Primary,Gothenburg,0.001823
2025-W02,Left Party (V),Women,18-29,Primary,Malmö,0.001475
2025-W02,Left Party (V),Women,18-29,Secondary,Stockholm,0.002167
2025-W02,Left Party (V),Women,18-29,Secondary,Gothenburg,0.001923
2025-W02,Left Party (V),Women,18-29,Secondary,Malmö,0.001417
2025-W02,Left Party (V),Women,18-29,Tertiary,Stockholm,0.002289
2025-W02,Left Party (V),Women,18-29,Tertiary,Gothenburg,0.001749
2025-W02,Left Party (V),Women,18-29,Tertiary,Malmö,0.001393
2025-W02,Left Party (V),Women,30-49,Primary,Stockholm,0.002033
2025-W02,Left Party (V),Women,30-49,Primary,Gothenburg,0.00172
2025-W02,Left Party (V),Women,30-49,Primary,Malmö,0.001355
2025-W02,Left Party (V),Women,30-49,Secondary,Stockholm,0.002215
2025-W02,Left Party (V),Women,30-49,Secondary,Gothenburg,0.001929
2025-W02,Left Party (V),Women,30-49,Secondary,Malmö,0.001374
2025-W02,Left Party (V),Women,30-49,Tertiary,Stockholm,0.002075
2025-W02,Left Party (V),Women,30-49,Tertiary,Gothenburg,0.001827
2025-W02,Left Party (V),Women,30-49,Tertiary,Malmö,0.001532
2025-W02,Left Party (V),Women,50-64,Primary,Stockholm,0.002409
2025-W02,Left Party (V),Women,50-64,Primary,Gothenburg,0.001842
2025-W02,Left Party (V),Women,50-64,Primary,Malmö,0.001403
2025-W02,Left Party (V),Women,50-64,Secondary,Stockholm,0.002024
2025-W02,Left Party (V),Women,50-64,Secondary,Gothenburg,0.001721
2025-W02,Left Party (V),Women,50-64,Secondary,Malmö,0.001386
2025-W02,Left Party (V),Women,50-64,Tertiary,Stockholm,0.002059
2025-W02,Left Party (V),Women,50-64,Tertiary,Gothenburg,0.001655
2025-W02,Left Party (V),Women,50-64,Tertiary,Malmö,0.001476
2025-W02,Left Party (V),Women,65+,Primary,Stockholm,0.0021
2025-W02,Left Party (V),Women,65+,Primary,Gothenburg,0.002007
2025-W02,Left Party (V),Women,65+,Primary,Malmö,0.001482
2025-W02,Left Party (V),Women,65+,Secondary,Stockholm,0.002286
2025-W02,Left Party (V),Women,65+,Secondary,Gothenburg,0.001696
2025-W02,Left Party (V),Women,65+,Secondary,Malmö,0.001574
2025-W02,Left Party (V),Women,65+,Tertiary,Stockholm,0.002196
2025-W02,Left Party (V),Women,65+,Tertiary,Gothenburg,0.00197
2025-W02,Left Party (V),Women,65+,Tertiary,Malmö,0.001488
2025-W02,Centre Party (C),Men,18-29,Primary,Stockholm,0.001431
2025-W02,Centre Party (C),Men,18-29,Primary,Gothenburg,0.001186
2025-W02,Centre Party (C),Men,18-29,Primary,Malmö,0.000899
2025-W02,Centre Party (C),Men,18-29,Secondary,Stockholm,0.001311
2025-W02,Centre Party (C),Men,18-29,Secondary,Gothenburg,0.001306
2025-W02,Centre Party (C),Men,18-29,Secondary,Malmö,0.000956
2025-W02,Centre Party (C),Men,18-29,Tertiary,Stockholm,0.001533
2025-W02,Centre Party (C),Men,18-29,Tertiary,Gothenburg,0.001176
2025-W02,Centre Party (C),Men,18-29,Tertiary,Malmö,0.000878
2025-W02,Centre Party (C),Men,30-49,Primary,Stockholm,0.001477
2025-W02,Centre Party (C),Men,30-49,Primary,Gothenburg,0.001093
2025-W02,Centre Party (C),Men,30-49,Primary,Malmö,0.000893
2025-W02,Centre Party (C),Men,30-49,Secondary,Stockholm,0.001458
2025-W02,Centre Party (C),Men,30-49,Secondary,Gothenburg,0.001153
2025-W02,Centre Party (C),Men,30-49,Secondary,Malmö,0.001055
2025-W02,Centre Party (C),Men,30-49,Tertiary,Stockholm,0.00133
2025-W02,Centre Party (C),Men,30-49,Tertiary,Gothenburg,0.001263
2025-W02,Centre Party (C),Men,30-49,Tertiary,Malmö,0.00098
2025-W02,Centre Party (C),Men,50-64,Primary,Stockholm,0.001524
2025-W02,Centre Party (C),Men,50-64,Primary,Gothenburg,0.001134
2025-W02,Centre Party (C),Men,50-64,Primary,Malmö,0.000964
2025-W02,Centre Party (C),Men,50-64,Secondary,Stockholm,0.001426
2025-W02,Centre Party (C),Men,50-64,Secondary,Gothenburg,0.001186
2025-W02,Centre Party (C),Men,50-64,Secondary,Malmö,0.001029
2025-W02,Centre Party (C),Men,50-64,Tertiary,Stockholm,0.001581
2025-W02,Centre Party (C),Men,50-64,Tertiary,Gothenburg,0.001153
2025-W02,Centre Party (C),Men,50-64,Tertiary,Malmö,0.000983
2025-W02,Centre Party (C),Men,65+,Primary,Stockholm,0.001472
2025-W02,Centre Party (C),Men,65+,Primary,Gothenburg,0.001258
2025-W02,Centre Party (C),Men,65+,Primary,Malmö,0.001046
2025-W02,Centre Party (C),Men,65+,Secondary,Stockholm,0.001356
2025-W02,Centre Party (C),Men,65+,Secondary,Gothenburg,0.001131
2025-W02,Centre Party (C),Men,65+,Secondary,Malmö,0.000991
2025-W02,Centre Party (C),Men,65+,Tertiary,Stockholm,0.001341
2025-W02,Centre Party (C),Men,65+,Tertiary,Gothenburg,0.001122
2025-W02,Centre Party (C),Men,65+,Tertiary,Malmö,0.000878
2025-W02,Centre Party (C),Women,18-29,Primary,Stockholm,0.001297
2025-W02,Centre Party (C),Women,18-29,Primary,Gothenburg,0.001188
